age,salary,hours_per_week,years_at_company,department,education,attrition
37,54879,58,3,HR,Bachelor,0
32,43450,65,4,Engineering,Master,1
28,58726,65,3,HR,PhD,0
45,35490,66,0,Marketing,Master,1
45,56399,57,1,Engineering,Bachelor,1
28,31731,52,0,Engineering,Bachelor,1
29,37002,68,3,Engineering,Associate,1
43,27842,55,9,Engineering,Master,0
39,41248,70,3,HR,PhD,0
24,59666,65,1,Engineering,Master,0
35,57658,63,9,Engineering,Bachelor,1
45,24147,61,7,Marketing,Bachelor,1
47,58165,52,1,Sales,Master,0
42,59061,61,7,Sales,Master,1
26,63478,63,2,Engineering,Bachelor,0
24,47040,51,4,Engineering,Master,0
46,22407,70,5,Sales,Bachelor,1
23,31031,72,2,Sales,Master,1
28,68707,63,4,Engineering,Bachelor,0
29,33453,48,1,Engineering,Master,1
35,22148,50,9,Engineering,Bachelor,0
27,24177,68,2,Engineering,Bachelor,1
47,57994,58,3,Engineering,Master,0
40,64110,55,6,Engineering,Master,1
30,39034,64,1,Marketing,Master,1
35,51850,68,8,Sales,Master,0
26,67506,49,9,Engineering,Bachelor,1
38,58765,56,4,Engineering,Associate,0
46,60111,60,1,Engineering,Associate,0
29,48942,69,1,Engineering,Bachelor,1
36,54419,67,3,HR,Master,0
49,24999,64,8,Sales,Bachelor,1
34,26904,62,0,HR,Associate,1
24,57533,73,5,Engineering,Bachelor,1
31,39518,58,6,Engineering,Bachelor,1
40,66456,67,4,Engineering,Master,1
23,65197,72,5,Engineering,Bachelor,1
36,35215,72,7,Engineering,Bachelor,0
34,37914,72,7,Engineering,Bachelor,1
49,41501,57,0,Engineering,Bachelor,1
44,23806,57,7,Engineering,Bachelor,1
48,71570,66,1,Engineering,Associate,1
24,38547,48,8,Engineering,Bachelor,0
35,52865,66,0,Engineering,Master,1
