age,salary,hours_per_week,years_at_company,department,education,attrition
55,46630,38,15,Marketing,PhD,0
40,78760,53,9,Marketing,Bachelor,0
51,99677,46,6,HR,Bachelor,1
49,50244,52,1,Engineering,Associate,0
47,91012,53,3,Engineering,Master,1
56,36991,47,10,HR,Master,0
23,104090,47,15,Engineering,Master,0
52,79853,53,21,HR,Bachelor,0
35,67456,53,13,Marketing,Master,0
51,116308,45,11,HR,Associate,1
51,36855,48,4,HR,Master,0
51,72028,44,9,Sales,Bachelor,0
54,69562,50,5,Engineering,Master,0
39,58997,42,16,Engineering,Master,0
27,44250,39,2,Engineering,Bachelor,0
33,85343,40,13,Sales,Master,0
23,125724,40,4,HR,Master,1
55,60281,42,1,Engineering,Master,0
33,122760,37,6,HR,Bachelor,0
46,105885,48,15,HR,Associate,0
40,52808,40,19,Engineering,Master,0
47,125997,42,3,HR,PhD,0
29,40547,51,12,Engineering,Master,0
31,69496,51,2,Engineering,Associate,0
31,50074,48,18,Sales,PhD,0
61,90725,51,1,Sales,Master,0
61,102499,50,6,Sales,PhD,1
54,125848,41,0,Engineering,Bachelor,0
27,120730,53,17,Marketing,Bachelor,1
41,75660,52,21,Engineering,Bachelor,0
59,104269,45,8,Sales,Master,0
25,79823,45,3,Engineering,PhD,0
45,62738,54,5,Engineering,Associate,1
61,82468,44,6,Marketing,Master,0
39,82826,38,5,Engineering,Bachelor,0
30,128244,44,5,HR,Bachelor,0
35,102162,49,21,Engineering,PhD,0
42,119092,44,16,HR,Bachelor,0
51,92720,53,17,Engineering,Master,0
53,52687,49,8,Marketing,Master,0
39,121810,49,7,Sales,Master,0
24,43967,53,0,Sales,Bachelor,1
39,106262,38,1,HR,Master,0
41,59923,37,17,HR,PhD,0
22,77029,41,18,Sales,PhD,0
57,119129,48,0,Marketing,Associate,0
27,97766,38,2,Engineering,PhD,0
59,59691,40,16,Sales,Bachelor,1
45,129557,43,20,Sales,PhD,0
49,91696,42,15,Sales,Associate,0
22,36039,41,7,Engineering,Associate,1
54,36761,40,0,Engineering,Master,1
60,37840,52,0,Marketing,Master,0
37,124704,49,21,Sales,Master,0
38,43411,46,7,Marketing,Master,1
38,77954,51,2,Sales,Associate,0
51,98164,38,10,Sales,Master,0
61,74447,51,16,HR,Bachelor,0
25,122900,41,14,Marketing,Associate,0
39,37927,40,20,Marketing,Associate,1
34,71557,37,2,Engineering,Bachelor,0
34,64663,40,8,HR,PhD,1
27,48170,41,19,Engineering,Master,0
43,104518,54,13,Marketing,Bachelor,0
32,59517,37,11,HR,PhD,0
42,43838,40,11,Marketing,PhD,1
46,72429,36,19,HR,Associate,0
53,125119,46,20,HR,Master,0
47,51835,49,18,Sales,Bachelor,0
55,129969,53,7,HR,Master,1
49,40166,46,13,Sales,PhD,1
26,92979,48,0,HR,Bachelor,0
57,54239,49,20,Engineering,Master,0
33,67867,37,6,HR,PhD,0
26,119051,40,17,Engineering,Bachelor,0
47,35374,48,4,Marketing,Associate,0
46,106111,49,4,Sales,Bachelor,1
29,76994,50,10,Engineering,PhD,0
55,41208,53,20,Marketing,Bachelor,1
44,124587,40,12,Sales,Associate,0
31,114618,48,4,Engineering,Master,0
48,92617,36,3,Engineering,PhD,0
23,96742,47,12,Engineering,Associate,0
35,58005,45,11,HR,Associate,0
49,119817,42,3,Sales,Master,0
26,90622,39,12,HR,PhD,0
39,91278,42,6,HR,Bachelor,0
32,99537,47,14,Marketing,Associate,0
30,55188,48,2,Sales,PhD,0
36,59403,44,4,HR,Bachelor,0
39,43798,44,1,Sales,PhD,1
39,55160,37,15,HR,Master,0
49,37541,53,2,Engineering,Master,0
53,116625,49,11,Marketing,Bachelor,0
24,89540,49,7,Marketing,Bachelor,0
31,39771,44,8,Engineering,Associate,0
52,114745,41,6,Marketing,PhD,0
25,125561,47,11,Marketing,Bachelor,0
40,58115,44,5,Sales,Bachelor,0
38,114455,41,4,Engineering,Master,1
55,40210,51,7,Engineering,Associate,0
40,60090,43,17,Marketing,Master,0
49,77514,45,2,Engineering,PhD,0
57,68694,36,9,Marketing,PhD,0
38,72305,37,21,HR,Master,0
22,38030,44,10,Engineering,Bachelor,1
60,50372,37,14,HR,Associate,0
36,109043,54,16,Sales,Bachelor,1
28,94962,53,4,Engineering,Master,1
56,112911,38,13,Engineering,Associate,0
39,92347,51,10,Engineering,PhD,0
44,78270,52,10,Sales,Bachelor,0
24,43736,40,6,Engineering,Bachelor,0
32,61453,51,17,Engineering,Master,0
43,121698,53,6,Engineering,Associate,0
49,115445,53,2,Engineering,Bachelor,0
40,76004,46,5,Engineering,Bachelor,0
53,115338,53,13,Engineering,Associate,0
60,114950,49,10,Sales,Bachelor,0
25,88433,36,21,Sales,Associate,0
35,86098,44,16,HR,Bachelor,0
60,57665,38,12,Engineering,Master,0
55,39738,49,4,Engineering,Bachelor,1
60,114396,53,6,Engineering,Bachelor,0
48,102633,40,10,Sales,Associate,1
38,94983,50,3,Sales,Bachelor,0
48,83456,44,18,Sales,Associate,0
52,107776,39,3,Marketing,Bachelor,0
52,84536,47,15,Marketing,PhD,0
45,59224,51,21,Sales,Master,0
26,51854,54,9,HR,Associate,0
25,115879,36,14,Marketing,Associate,0
51,72979,53,8,Engineering,Master,0
59,109832,40,17,Marketing,Master,0
26,123540,47,9,Marketing,Master,0
55,62551,52,21,HR,Master,0
47,90057,48,21,Engineering,Associate,0
52,122864,52,0,Engineering,Associate,0
24,35503,41,2,Marketing,Master,1
38,106225,54,1,Sales,Master,0
58,83462,37,6,Sales,Bachelor,0
31,59984,47,7,Engineering,Associate,0
44,90353,36,0,HR,Associate,0
59,49100,42,1,HR,Bachelor,1
58,107250,51,7,Engineering,Master,0
52,114570,50,9,Marketing,Bachelor,1
56,48021,54,11,Sales,Associate,1
29,52295,51,9,Sales,Master,0
39,45149,51,9,Engineering,Master,0
46,125921,42,14,Engineering,Bachelor,0
23,60173,49,6,Sales,Associate,0
40,119411,44,12,Engineering,Associate,0
44,75850,50,6,Engineering,Associate,0
33,55202,54,15,Marketing,Associate,0
53,103053,36,5,Sales,Associate,0
24,66610,50,13,Engineering,Bachelor,0
29,35423,54,11,HR,Bachelor,0
61,79331,44,3,Marketing,Bachelor,0
27,53523,49,20,Sales,Master,0
41,85173,43,13,Sales,Associate,0
56,53692,42,12,Sales,Bachelor,0
45,120110,48,9,Sales,Bachelor,0
34,71402,54,8,Engineering,Associate,0
57,92907,53,3,Engineering,PhD,1
38,113927,41,10,HR,Associate,0
57,108166,48,13,Engineering,Associate,0
58,95373,50,1,Engineering,Bachelor,0
57,42839,42,10,HR,Master,0
26,52466,38,20,HR,Associate,0
38,58055,46,10,Marketing,Master,0
25,94034,53,13,Marketing,Associate,0
55,37456,43,3,Sales,PhD,0
53,103565,37,7,Engineering,Master,1
50,111342,51,2,Sales,Bachelor,0
26,60072,47,13,Engineering,Master,0
45,113343,38,11,Engineering,Associate,0
40,126066,38,14,Marketing,Bachelor,0
40,110437,37,18,Sales,Master,0
26,110436,49,18,HR,PhD,0
44,81057,50,9,Sales,PhD,0
25,43911,54,6,Sales,PhD,1
22,67007,44,6,Engineering,PhD,0
27,43965,45,15,HR,Associate,1
36,60849,45,13,Marketing,Associate,0
28,104640,50,19,Marketing,Bachelor,0
39,74870,39,20,Engineering,Bachelor,0
42,64309,42,14,Sales,PhD,0
39,117476,39,21,Engineering,Bachelor,0
53,44643,40,16,Sales,Bachelor,1
58,80228,51,17,Engineering,PhD,0
29,58877,50,11,HR,Associate,0
24,97238,47,16,Engineering,Associate,0
57,60299,54,11,Engineering,Bachelor,0
58,125422,37,21,Marketing,Associate,0
23,40690,51,8,Engineering,Master,0
57,90472,39,11,HR,Bachelor,0
52,63111,53,17,Sales,Master,0
49,124581,47,14,Marketing,PhD,0
41,72235,50,5,Sales,PhD,0
34,68606,37,4,HR,PhD,0
39,109934,50,9,HR,Bachelor,0
34,71844,47,12,HR,Bachelor,0
39,37852,48,17,Sales,Associate,0
25,59831,37,6,HR,Associate,0
26,76059,39,1,Sales,Bachelor,0
38,79666,42,20,Sales,Master,0
34,46262,45,12,Sales,Bachelor,1
40,69987,45,5,Marketing,PhD,0
27,93991,36,4,HR,Associate,0
61,81202,51,3,HR,PhD,0
27,90717,46,6,Marketing,Master,0
34,88453,46,10,Sales,PhD,0
41,76160,49,1,Sales,Associate,0
48,51942,47,4,HR,PhD,0
26,68098,43,11,Engineering,Associate,0
53,57770,50,10,Sales,Bachelor,0
35,72598,39,15,Marketing,Associate,0
45,64150,41,7,Engineering,Associate,0
31,46561,52,18,Marketing,PhD,0
52,49793,52,20,Sales,Associate,0
61,100817,40,6,Engineering,PhD,0
38,57061,45,19,Engineering,PhD,0
49,82897,47,9,Engineering,Bachelor,0
34,35861,42,8,Sales,PhD,0
34,57128,52,14,Engineering,Associate,0
57,62543,52,9,Sales,PhD,0
54,109219,37,21,HR,Bachelor,0
49,63345,43,21,Engineering,Associate,0
59,49516,47,12,Engineering,Master,0
61,78931,45,2,Engineering,Master,0
33,69181,39,4,Sales,Master,0
27,63529,48,1,Sales,Associate,1
58,58487,43,13,Engineering,Associate,0
26,121421,39,16,Engineering,Master,0
45,77191,51,8,Engineering,PhD,0
55,66047,37,14,Sales,PhD,0
50,83517,47,3,Marketing,Master,0
36,79681,44,17,Engineering,Master,0
49,99460,38,6,Engineering,Bachelor,0
59,117427,49,4,Marketing,PhD,1
54,54916,44,17,Sales,Master,0
32,66945,48,4,Sales,Master,0
32,66037,44,11,Sales,Master,0
42,37495,36,6,Sales,PhD,0
32,88080,54,1,Engineering,Master,0
40,117877,49,12,HR,PhD,0
54,75458,36,15,Engineering,Bachelor,0
26,114341,50,2,Sales,PhD,0
42,122624,52,13,Sales,Associate,0
56,40501,38,10,Sales,Associate,1
55,35815,53,8,HR,Bachelor,1
25,49069,37,21,Marketing,Master,1
31,100495,53,14,HR,Master,0
45,94670,36,5,HR,Associate,0
43,125079,39,20,HR,Master,0
40,88314,39,17,Marketing,Bachelor,0
27,73366,47,10,Sales,Master,0
29,70046,42,4,Marketing,PhD,0
54,61679,53,21,HR,Master,0
23,113488,39,16,Marketing,Master,0
28,43937,44,13,Sales,PhD,0
32,75088,54,15,HR,Associate,1
53,68086,39,15,HR,Master,0
61,124448,43,1,HR,Bachelor,0
25,109934,37,0,Engineering,Associate,0
31,70180,42,11,Engineering,Master,0
42,116801,41,14,HR,PhD,0
48,96003,39,11,Engineering,Bachelor,0
47,125067,38,14,Sales,Bachelor,0
41,39564,38,8,Engineering,Bachelor,0
57,64226,38,13,Engineering,Bachelor,0
34,93247,54,16,Engineering,Master,1
24,40662,38,6,HR,Associate,0
54,57722,43,21,Sales,Bachelor,0
59,36865,46,19,HR,PhD,0
37,86419,49,6,Sales,Master,0
22,98088,41,21,Marketing,Bachelor,0
36,93058,37,15,Engineering,Bachelor,1
34,91604,53,14,Marketing,Associate,1
24,100743,36,4,HR,Bachelor,0
54,127075,50,20,Engineering,PhD,0
30,62097,44,1,Sales,PhD,0
29,97650,49,7,Sales,Bachelor,0
48,41846,46,14,Sales,PhD,0
42,126603,40,2,Engineering,Associate,1
24,64819,42,17,Engineering,PhD,0
29,109570,40,19,HR,Bachelor,0
59,88592,39,21,Marketing,Master,0
58,67265,44,16,HR,Master,0
53,119050,45,12,Engineering,Bachelor,0
61,74003,46,3,Engineering,Bachelor,0
45,116589,47,15,Engineering,Master,0
39,83698,43,7,HR,PhD,0
39,109106,49,3,Sales,Associate,0
35,96847,45,10,Engineering,Associate,0
28,74523,47,9,HR,Associate,0
60,53867,54,1,Engineering,PhD,0
54,105446,49,3,Marketing,Bachelor,0
59,114471,38,21,Sales,Master,0
56,46895,42,10,Sales,Master,0
22,115320,53,2,Sales,Master,1
24,107100,45,7,HR,PhD,0
40,95202,38,7,HR,Associate,0
33,99355,45,0,HR,Bachelor,0
45,108228,39,14,Engineering,Bachelor,0
37,128722,43,12,Sales,Master,0
43,121739,48,18,HR,PhD,0
43,90549,36,5,Engineering,PhD,0
34,108992,36,6,Engineering,Bachelor,0
47,107050,38,5,Marketing,Associate,0
34,41676,36,14,Marketing,Bachelor,1
60,107242,42,2,Engineering,Bachelor,0
52,81235,37,20,HR,Associate,0
55,81279,48,15,HR,Associate,0
31,65932,49,11,Sales,PhD,0
55,49051,37,12,Marketing,Bachelor,0
61,108892,48,21,Sales,Bachelor,0
36,79173,38,8,Sales,PhD,0
49,121562,45,19,HR,Bachelor,0
45,60059,37,12,Engineering,Master,0
52,61593,51,14,Sales,Bachelor,0
33,89571,53,8,Sales,Bachelor,0
61,78990,50,21,HR,Bachelor,0
52,56683,44,18,Sales,Bachelor,0
27,53896,52,5,Engineering,PhD,0
57,48335,44,20,Engineering,Master,0
57,49897,42,2,Sales,PhD,0
35,110319,51,13,HR,Bachelor,1
43,92623,52,14,Marketing,Bachelor,0
39,83935,38,15,Marketing,PhD,0
28,60563,47,3,Marketing,Associate,0
27,104648,52,9,HR,Associate,0
41,119978,42,8,Engineering,Master,0
22,110127,45,15,Sales,Bachelor,0
28,56470,36,17,HR,PhD,0
46,116648,43,4,Marketing,Associate,0
51,83142,38,2,Engineering,Bachelor,0
38,36644,50,0,Engineering,Associate,1
35,58705,36,12,Engineering,Bachelor,0
37,85054,51,7,HR,Bachelor,0
25,91300,39,19,Marketing,PhD,0
53,92360,48,5,Marketing,Master,1
56,69438,54,1,HR,Bachelor,0
57,124295,51,8,Sales,Bachelor,0
43,98507,45,19,Engineering,Bachelor,0
34,89779,38,6,Sales,PhD,0
25,70309,53,16,Sales,Bachelor,1
42,74016,40,0,Marketing,PhD,0
23,86380,46,12,HR,Bachelor,0
51,56441,45,3,HR,Bachelor,0
38,117973,42,6,Engineering,Bachelor,0
44,75318,53,3,Engineering,Master,0
23,44104,42,14,Marketing,PhD,0
54,69675,37,6,Sales,Master,0
22,54206,47,13,Sales,Associate,0
29,116172,44,5,Marketing,PhD,0
50,98464,46,13,HR,Associate,0
22,50828,51,15,Sales,Bachelor,0
27,54337,49,12,Engineering,Master,0
22,35398,51,13,Sales,Bachelor,0
50,119181,52,19,Engineering,Master,0
40,122811,52,12,Engineering,Master,0
53,68051,40,4,Sales,Bachelor,0
50,126681,40,18,Marketing,Bachelor,0
26,80387,41,3,Sales,Master,0
50,124665,41,4,Marketing,Associate,0
26,82121,53,19,Sales,PhD,0
39,75206,36,17,Sales,Master,0
23,74597,36,8,HR,Associate,0
53,102083,51,13,Sales,PhD,0
43,90165,54,20,HR,PhD,0
29,103490,54,19,Sales,Master,1
46,123560,44,15,Marketing,Bachelor,0
60,65668,51,12,Engineering,PhD,0
37,107476,41,0,Engineering,PhD,0
29,79787,36,17,Sales,Associate,0
55,61939,36,2,Engineering,Master,1
26,114772,42,9,HR,Master,0
36,89596,39,16,Engineering,Bachelor,0
22,60448,37,6,Marketing,Bachelor,0
49,50865,39,8,HR,Bachelor,0
58,113947,52,3,Marketing,Associate,0
23,55881,43,19,Marketing,Associate,1
34,94100,40,13,Sales,Bachelor,0
42,84001,45,19,Sales,Master,0
42,90444,45,2,Engineering,Bachelor,0
53,48588,50,8,Engineering,Bachelor,1
56,48016,45,10,HR,Associate,0
55,107499,51,9,Engineering,Bachelor,0
54,129942,50,18,Engineering,Bachelor,0
54,95436,42,20,Engineering,Associate,0
52,48062,36,18,Engineering,Bachelor,0
45,45455,38,0,Marketing,Master,1
51,52822,42,17,Sales,Master,0
44,126203,46,3,Sales,Associate,0
40,121933,36,21,Marketing,Associate,0
42,109821,54,10,Sales,Bachelor,0
24,40645,38,11,Sales,Associate,0
28,82542,40,7,HR,PhD,0
53,79683,51,5,Sales,Associate,0
46,90956,53,15,HR,Bachelor,0
23,115371,40,20,Engineering,Bachelor,0
23,91454,53,18,Engineering,Bachelor,0
28,47007,48,7,Engineering,Master,0
43,65510,47,4,Engineering,Master,0
35,96605,44,9,Sales,Associate,0
23,69973,44,2,Engineering,Master,0
32,37848,50,6,Engineering,Master,0
51,109955,50,7,Engineering,Bachelor,0
36,70314,39,11,Sales,Master,0
31,76756,48,17,Engineering,Master,0
42,126142,51,9,Engineering,Bachelor,0
23,52904,41,10,Marketing,Associate,0
22,101953,42,14,Marketing,Associate,0
22,71440,44,5,HR,Bachelor,1
41,52133,38,3,Sales,Master,0
61,47581,39,11,HR,PhD,1
60,66660,45,2,Engineering,Bachelor,0
35,75014,49,10,Marketing,Bachelor,0
40,43335,44,15,Marketing,PhD,1
39,110066,43,10,Marketing,Associate,0
37,44770,39,12,Marketing,Associate,0
26,111331,48,17,Sales,PhD,0
50,49070,50,0,Sales,PhD,0
34,105634,37,1,Marketing,Associate,0
47,119792,53,0,Sales,Associate,1
57,46625,39,21,HR,Master,0
22,37521,52,1,Marketing,Bachelor,0
36,80952,50,16,HR,Associate,0
52,77331,45,18,Sales,PhD,0
56,77221,50,19,Sales,Master,0
51,37222,41,13,Sales,Bachelor,0
34,52129,50,16,Engineering,Master,0
24,108473,38,15,Engineering,Bachelor,0
35,106548,38,0,Engineering,PhD,0
59,44016,48,8,Marketing,Associate,1
45,82883,44,17,Engineering,Bachelor,0
35,115315,49,19,Sales,Bachelor,0
60,107918,54,0,Engineering,Associate,1
47,115841,49,7,Marketing,Master,0
54,64819,52,11,HR,Master,0
52,62030,40,8,Engineering,PhD,0
47,106171,42,9,Sales,Bachelor,1
46,95364,54,12,Sales,Associate,0
47,49818,38,0,Sales,PhD,0
36,109752,38,11,Engineering,Bachelor,0
24,111940,41,0,Sales,Master,0
59,56730,42,16,Marketing,Bachelor,0
58,46934,46,17,HR,Master,0
33,93894,43,14,Engineering,Master,0
22,119956,45,0,Engineering,Master,1
23,127163,47,9,Marketing,Master,0
41,108651,49,7,Marketing,Bachelor,0
38,84845,41,9,Engineering,Associate,0
57,89475,44,14,HR,Master,0
25,45135,43,20,HR,Associate,0
53,124564,47,8,Sales,PhD,0
43,89078,52,2,Sales,Master,0
44,87087,41,11,Marketing,Master,0
56,72839,43,5,Engineering,PhD,0
40,122263,53,3,Engineering,Master,1
61,71708,39,7,Sales,Bachelor,0
37,105528,42,15,Sales,Master,0
39,105689,51,6,HR,Associate,0
51,36043,36,5,HR,Master,0
34,121701,43,1,Marketing,PhD,0
47,96822,42,5,Marketing,Master,0
30,120521,54,9,Engineering,PhD,0
39,116868,51,11,Sales,Bachelor,0
28,69388,48,16,HR,Master,0
61,107358,53,14,Engineering,Master,0
32,56773,51,8,Sales,Master,0
56,70514,37,4,HR,Associate,0
23,94541,40,8,HR,Master,0
33,111627,39,2,Engineering,Master,0
34,121770,50,1,HR,Bachelor,1
61,85637,43,7,Engineering,Master,0
33,83949,52,8,Sales,Bachelor,0
30,95339,48,19,HR,PhD,0
41,107666,43,3,Engineering,Master,0
44,103685,53,21,Sales,Master,1
28,60586,51,16,Engineering,Master,0
43,44199,49,10,Marketing,Associate,0
48,72765,47,9,HR,Master,0
29,124681,46,12,Engineering,Bachelor,0
46,100596,53,12,Sales,Associate,0
33,41494,50,1,Marketing,Bachelor,0
28,73665,49,20,Sales,Master,0
38,45958,49,12,Engineering,Master,1
40,89589,45,13,Marketing,Master,0
61,96341,38,8,Engineering,Master,0
33,97467,48,7,Sales,Bachelor,0
60,116115,39,12,Marketing,Associate,0
47,104775,53,8,Engineering,Master,0
46,119985,45,1,HR,Master,0
48,72521,39,11,Sales,Bachelor,0
26,85353,41,10,Engineering,Master,0
33,87236,54,1,Sales,PhD,0
31,75161,46,3,Marketing,Bachelor,0
25,100478,53,0,Marketing,Master,1
51,44144,38,19,Marketing,Master,0
34,42219,41,1,Marketing,PhD,1
39,74656,41,3,Engineering,Associate,0
25,62288,43,3,HR,Master,0
58,98054,45,3,Sales,Master,0
55,108211,51,17,Sales,Master,0
56,101105,54,18,Sales,PhD,0
56,105201,36,21,Engineering,PhD,1
28,87068,38,21,Engineering,PhD,0
57,85488,51,1,Engineering,Master,1
59,125017,38,12,Engineering,PhD,0
59,117538,43,17,Sales,Master,0
54,71664,41,2,Engineering,Associate,0
48,45071,44,3,Marketing,PhD,0
22,66315,44,20,HR,Bachelor,0
25,74958,46,3,HR,Master,0
52,101097,45,2,Engineering,Bachelor,1
56,96451,41,3,HR,Master,0
28,112721,42,11,Engineering,Master,1
48,96240,45,16,Sales,Bachelor,0
22,57639,42,18,Marketing,Bachelor,0
56,37176,50,7,Sales,Associate,1
56,45184,41,17,HR,PhD,0
45,61664,51,18,Engineering,Bachelor,0
32,86466,37,8,HR,Bachelor,0
42,116343,39,0,HR,Master,0
36,38559,40,0,Sales,PhD,0
49,35993,46,3,Engineering,Master,1
33,76452,46,13,Engineering,PhD,0
31,51208,42,5,Engineering,Master,0
27,64111,50,14,Sales,Bachelor,0
35,65908,47,19,HR,PhD,0
40,80256,49,6,Engineering,Master,0
49,97728,37,10,HR,Bachelor,0
58,115042,51,2,HR,Master,0
56,98524,46,12,Engineering,Associate,0
24,98704,38,5,Sales,PhD,0
32,70500,43,10,HR,Bachelor,0
42,49283,36,20,Engineering,Master,0
61,118158,46,14,Sales,Bachelor,0
46,109597,52,20,HR,Bachelor,0
45,117932,38,8,Sales,PhD,0
48,127938,36,12,HR,Associate,0
52,129457,45,4,Engineering,Master,0
33,108314,51,0,HR,Master,1
34,121265,46,15,Marketing,Master,0
44,69364,52,4,Engineering,Bachelor,0
37,77965,50,8,Engineering,Master,0
60,124171,48,15,HR,Master,0
55,66870,48,18,Sales,Master,0
25,72140,41,9,Engineering,Associate,0
46,59484,41,11,HR,Associate,0
25,67101,49,13,Sales,Master,0
52,66183,45,10,Sales,Associate,0
26,101349,44,10,Sales,Master,0
50,46651,37,14,Engineering,Associate,0
50,129583,54,8,Engineering,PhD,1
58,95419,46,2,Engineering,Bachelor,0
23,63704,53,6,Sales,Bachelor,0
56,113572,46,2,HR,Bachelor,0
61,36844,41,13,HR,Bachelor,1
54,115200,38,20,Sales,Master,0
54,127507,44,16,Marketing,Bachelor,0
42,94264,37,6,Engineering,Master,0
52,116878,51,7,Sales,Bachelor,0
34,106807,54,7,HR,Bachelor,0
51,73679,50,15,Sales,Master,0
51,83853,53,16,Engineering,Bachelor,1
25,64267,43,3,Engineering,Associate,0
54,77601,46,17,Marketing,Bachelor,0
43,129791,43,5,Engineering,Bachelor,0
57,51903,48,17,HR,Associate,0
29,95460,50,13,Marketing,Master,0
42,106450,54,3,HR,Associate,0
31,120589,50,15,Engineering,PhD,0
43,49226,43,10,HR,Associate,1
48,96853,52,1,HR,PhD,0
30,110999,42,16,Engineering,PhD,0
34,71522,46,4,HR,Associate,0
44,42135,39,12,Sales,Bachelor,0
38,75600,40,6,Engineering,Master,0
51,43850,38,14,Sales,Master,0
23,116752,43,15,Sales,Master,0
60,101896,44,5,Engineering,Master,0
46,122927,49,18,HR,Associate,0
55,83859,54,2,Marketing,Associate,1
60,119948,47,7,HR,Bachelor,0
33,121169,49,18,HR,Associate,0
50,37015,43,10,Sales,PhD,0
44,63138,39,13,HR,Associate,0
29,79156,43,17,Sales,Associate,0
42,63286,43,11,HR,PhD,0
44,122736,44,7,Marketing,Associate,0
25,94215,40,11,Sales,Bachelor,0
37,101903,49,19,HR,Associate,0
48,78874,44,7,HR,Bachelor,0
52,75255,53,4,HR,PhD,1
22,93407,42,13,Engineering,Bachelor,0
22,53294,36,6,Sales,Bachelor,0
26,121444,38,15,HR,Associate,0
59,128802,52,7,Engineering,Master,0
24,110898,44,21,HR,Master,1
23,47662,41,19,Marketing,Bachelor,0
51,102538,53,8,Sales,Bachelor,0
32,72101,44,7,Sales,Master,0
60,39806,42,15,Sales,Bachelor,1
54,117980,52,19,Engineering,PhD,0
42,54356,51,0,HR,Master,1
31,72264,43,15,Sales,Bachelor,0
56,53991,49,8,HR,Bachelor,0
43,115487,54,1,Engineering,Bachelor,0
46,106388,52,11,Engineering,PhD,0
33,80759,46,21,Marketing,Associate,0
35,73942,36,1,Sales,Associate,0
56,45259,48,16,Engineering,Associate,0
43,114601,37,2,HR,Associate,0
44,105965,49,8,Engineering,PhD,0
58,64268,41,21,Engineering,Master,0
58,126134,47,16,Sales,Master,0
53,56929,53,19,HR,Master,0
56,53858,47,15,Sales,PhD,0
42,56244,38,14,HR,Bachelor,0
61,116794,36,18,Sales,PhD,0
45,85674,39,16,Sales,PhD,0
43,129015,37,13,Sales,Associate,1
46,88547,36,13,HR,Master,0
57,64535,46,20,Sales,Associate,0
53,70501,45,0,Sales,PhD,1
36,84086,49,12,Sales,Master,0
46,100701,50,8,Marketing,Master,0
48,76343,52,2,HR,Associate,0
58,87971,38,13,HR,Master,0
30,78161,43,4,HR,Associate,0
49,68092,46,8,Marketing,Associate,0
36,83889,46,10,Engineering,PhD,0
31,115937,37,21,Engineering,Master,0
24,73165,49,10,Marketing,Associate,0
36,41474,54,16,Engineering,Bachelor,1
22,111129,51,4,Engineering,PhD,0
33,46845,37,9,Marketing,Master,0
33,59590,44,1,Sales,Master,0
26,58820,45,18,Sales,PhD,0
48,65097,45,14,Engineering,Bachelor,0
22,129583,52,21,Sales,Bachelor,0
60,103502,46,6,Marketing,Associate,0
29,89031,36,5,HR,Bachelor,0
37,46840,50,19,Sales,Associate,0
41,38857,43,18,HR,Master,1
33,63611,48,3,Sales,PhD,0
32,87805,53,0,Sales,PhD,1
24,65704,52,6,Engineering,Associate,0
52,81464,52,18,Sales,Bachelor,1
