age,salary,hours_per_week,years_at_company,department,education,attrition
47,47449,56,13,Engineering,Associate,1
51,74761,62,14,Sales,Bachelor,0
35,43578,56,2,HR,Master,1
31,33337,41,1,Engineering,PhD,0
25,43008,54,6,Engineering,Master,0
51,46246,47,8,Marketing,Associate,1
55,42158,61,16,Engineering,Master,1
33,75071,40,4,HR,PhD,0
38,32027,64,2,Engineering,Master,0
51,63681,45,5,Sales,PhD,0
38,79642,42,2,HR,Bachelor,0
39,34059,48,9,Engineering,Master,1
52,45628,41,9,HR,Bachelor,0
46,57829,40,9,Marketing,Master,1
48,40414,56,2,Sales,Associate,1
57,46747,54,2,Sales,Bachelor,1
51,49431,53,16,HR,Master,0
31,28268,51,10,Marketing,Associate,1
45,71589,60,0,HR,Bachelor,0
45,42916,58,6,Engineering,Bachelor,1
27,42221,47,16,Marketing,Bachelor,1
26,56541,47,14,Engineering,PhD,0
49,41548,60,1,Sales,Associate,1
39,51722,48,1,Engineering,PhD,0
57,61096,64,1,Engineering,Associate,0
29,46691,41,4,Engineering,Master,0
46,57147,40,3,Marketing,Master,0
50,28553,61,6,Engineering,Bachelor,1
24,39009,45,13,Sales,Bachelor,0
27,56404,51,7,Engineering,Master,0
34,31303,47,13,Engineering,Bachelor,0
39,74493,43,7,Engineering,Master,1
33,80722,58,2,Sales,Master,1
26,74406,51,8,Engineering,Bachelor,0
36,48421,61,10,HR,Associate,0
40,32893,63,17,HR,Associate,1
32,83863,53,13,Sales,Master,0
54,42072,44,0,Marketing,Bachelor,1
57,70195,57,7,Engineering,Bachelor,0
50,53233,61,17,Engineering,Associate,1
29,73824,46,13,Sales,Master,0
40,51632,42,7,Engineering,Associate,0
50,30841,64,13,Engineering,Bachelor,1
55,52032,60,9,Marketing,Associate,0
31,66469,55,5,Sales,Bachelor,0
40,49164,61,11,Sales,Master,0
24,76291,56,0,Engineering,Associate,0
32,70551,47,16,HR,Bachelor,0
30,31451,45,16,Engineering,Master,0
28,71045,51,0,HR,Master,0
41,34890,44,4,Marketing,Bachelor,1
51,65477,59,3,Marketing,Master,1
44,45782,54,3,Sales,Bachelor,0
29,55062,48,3,Sales,Bachelor,0
50,51597,53,17,Engineering,Master,1
46,69989,61,14,HR,Associate,0
54,84469,45,0,HR,Master,0
53,58645,57,8,Engineering,Master,1
57,40927,43,9,Engineering,PhD,1
32,34140,42,5,Marketing,Master,0
41,73433,55,3,Engineering,Associate,0
49,28951,61,2,HR,Bachelor,1
45,77779,58,17,Sales,Master,0
27,78648,40,7,HR,Bachelor,0
47,75034,57,4,Marketing,Bachelor,0
25,39223,43,9,Engineering,Bachelor,0
55,33692,44,5,Engineering,Bachelor,0
46,31627,53,5,Marketing,Master,1
36,60772,64,10,Engineering,Master,0
38,56525,60,6,Marketing,Bachelor,1
57,44519,59,17,Marketing,Master,0
56,84970,52,17,Marketing,Associate,0
42,49020,42,9,HR,Master,0
55,35983,56,11,Engineering,PhD,0
25,58649,62,13,HR,Master,1
49,73784,59,5,HR,PhD,1
51,44731,41,16,Engineering,Master,0
50,33214,45,5,Engineering,Bachelor,0
31,28183,62,8,Marketing,Associate,0
47,32533,46,14,HR,Bachelor,0
29,29306,48,0,Engineering,Associate,0
49,50177,53,5,Sales,Bachelor,0
50,67615,51,17,Engineering,Bachelor,0
34,68553,46,5,Engineering,Associate,0
55,80340,56,14,Sales,Associate,1
56,79996,51,13,Marketing,Bachelor,0
33,84508,56,6,Marketing,Master,0
50,28645,55,4,Engineering,Bachelor,1
51,69086,54,2,Marketing,Bachelor,0
52,49635,43,9,Engineering,Associate,1
53,68387,56,6,HR,Master,1
25,45598,53,9,Sales,Bachelor,1
30,67748,63,12,Engineering,Master,0
32,43076,54,2,HR,Master,1
50,83249,59,3,Sales,Master,0
34,32184,61,12,Engineering,Master,0
53,70947,41,5,Sales,Master,1
53,74585,60,17,Engineering,PhD,1
44,63799,43,14,HR,Bachelor,1
42,84642,53,14,Marketing,Master,1
40,69980,60,5,Sales,PhD,0
47,33190,55,6,HR,PhD,1
26,45319,58,8,Marketing,Associate,1
41,42795,60,1,Engineering,Master,1
43,77648,40,4,Engineering,Bachelor,0
39,74881,62,14,Engineering,Bachelor,0
52,72401,44,0,Marketing,PhD,0
39,29189,41,4,Sales,Bachelor,1
33,60983,59,5,Sales,Bachelor,0
42,80610,47,6,Engineering,Master,0
32,51802,58,4,Engineering,Bachelor,0
53,53454,60,0,Engineering,Master,0
32,30993,45,0,Engineering,Bachelor,1
52,45292,41,13,Sales,Bachelor,0
31,41778,55,17,Engineering,Bachelor,1
55,51500,49,10,Marketing,PhD,0
53,48767,50,6,HR,Bachelor,0
51,28803,63,8,Sales,Bachelor,1
42,32238,61,10,Engineering,Associate,0
25,48112,45,7,Sales,Bachelor,1
46,48469,53,0,Sales,Bachelor,1
33,49756,41,12,Engineering,PhD,0
45,84100,51,1,Sales,Bachelor,0
34,58229,56,2,Engineering,Bachelor,0
51,35400,58,3,Marketing,Bachelor,0
28,41405,53,1,Marketing,Bachelor,0
35,83447,56,6,Sales,Bachelor,0
56,31555,45,2,HR,Bachelor,0
50,72872,53,12,Engineering,Master,1
52,79589,43,12,HR,Associate,0
28,66383,44,8,Engineering,PhD,0
38,49008,61,0,Engineering,Bachelor,1
31,59894,43,15,Sales,Bachelor,1
26,43983,40,13,HR,Bachelor,1
50,65367,49,1,Marketing,Master,0
37,56600,58,13,Engineering,Bachelor,0
56,43850,61,3,Engineering,PhD,1
30,82737,44,3,Sales,PhD,0
37,35485,47,9,Sales,Master,1
36,75168,44,8,Marketing,Bachelor,0
49,67342,56,1,Marketing,Associate,0
39,53981,52,13,Sales,PhD,0
52,75473,44,17,HR,Master,0
57,33112,40,9,Sales,PhD,0
31,31685,62,5,HR,Master,1
38,31269,58,3,Sales,Bachelor,0
32,28414,59,5,HR,Master,1
26,79866,64,6,Marketing,Associate,1
32,48100,44,17,Sales,Master,0
36,52066,46,14,Marketing,Bachelor,0
45,58832,40,6,Engineering,Master,0
39,58094,58,7,Engineering,Bachelor,0
32,49636,58,2,Marketing,Bachelor,1
34,36634,52,14,Marketing,Bachelor,0
24,35533,58,6,Sales,Bachelor,1
27,61116,54,7,Sales,Bachelor,0
35,39945,57,3,HR,Associate,1
57,75231,42,6,Engineering,PhD,0
45,76040,46,9,Sales,Bachelor,0
26,72272,52,12,HR,Bachelor,0
48,79706,61,13,Marketing,Associate,0
48,82582,45,8,HR,Bachelor,0
38,42016,63,15,Sales,Bachelor,1
42,47516,58,15,Sales,Bachelor,1
38,72397,52,14,Engineering,Master,0
52,47131,62,0,Sales,Bachelor,1
38,43890,46,11,Engineering,Master,0
47,67407,47,16,Engineering,Master,0
24,45432,41,10,Sales,Master,1
26,41082,52,2,HR,Bachelor,1
30,34881,42,5,Engineering,Associate,1
24,44896,60,16,Marketing,Bachelor,1
40,70855,58,14,Engineering,Bachelor,0
26,52308,64,6,Sales,Associate,1
45,84861,41,10,Engineering,Associate,0
47,82008,53,6,Engineering,Bachelor,0
55,73479,58,0,Engineering,PhD,1
29,82200,63,3,Engineering,Bachelor,0
50,28641,54,2,Marketing,Bachelor,1
29,46685,55,14,Sales,Bachelor,1
42,30234,41,4,HR,Master,1
36,72180,44,14,Sales,Bachelor,0
28,30461,51,13,Engineering,Master,0
24,40341,56,9,Engineering,Bachelor,1
28,61467,58,15,Sales,Bachelor,1
56,65777,51,11,HR,Bachelor,0
37,36388,43,14,Engineering,Master,0
48,45165,45,1,Sales,Associate,1
36,38913,58,7,Engineering,Master,0
45,83247,43,11,Sales,Bachelor,0
36,83712,50,11,HR,Master,0
50,48313,53,14,Sales,Bachelor,1
41,45680,49,17,Engineering,Bachelor,0
57,34887,44,17,Engineering,Master,0
28,55422,64,9,HR,PhD,0
28,49546,42,10,HR,Bachelor,1
29,34173,45,11,Engineering,Bachelor,0
51,70865,51,15,HR,PhD,0
25,80878,61,3,Engineering,Master,0
52,32808,52,7,Marketing,Master,1
47,54527,57,0,Engineering,Bachelor,1
41,66990,47,0,Marketing,Bachelor,1
26,59582,51,3,Marketing,Bachelor,0
33,28644,61,7,Engineering,Bachelor,1
55,63627,64,12,Sales,Bachelor,1
50,29117,54,12,Marketing,Bachelor,1
56,60151,59,8,HR,Bachelor,1
29,47345,48,9,Engineering,Associate,1
25,51300,60,5,HR,PhD,0
57,63870,46,9,Engineering,Bachelor,0
52,82382,55,0,Sales,Bachelor,1
32,33662,50,1,Marketing,Master,1
50,58013,57,8,HR,Master,0
51,43409,62,2,Sales,Bachelor,1
50,41509,50,4,HR,Bachelor,1
46,76767,58,11,Marketing,Bachelor,0
53,49164,60,4,HR,Bachelor,1
45,81680,60,11,Engineering,Bachelor,0
27,81384,64,1,Sales,Associate,0
47,41146,41,17,Engineering,Associate,0
25,78819,62,1,HR,Bachelor,1
25,75188,43,17,Engineering,Master,0
26,68953,50,12,Sales,Bachelor,0
26,54692,60,11,HR,PhD,0
44,43564,45,3,HR,Associate,1
46,31165,56,8,Sales,PhD,0
26,32849,56,10,Sales,Master,1
44,33206,43,14,Engineering,Master,1
45,38029,47,16,HR,Bachelor,1
31,61286,55,15,Sales,Bachelor,1
35,58086,61,3,Engineering,Associate,0
53,67458,43,1,Engineering,Associate,0
36,31607,58,10,Engineering,Master,1
53,38825,47,0,Sales,Master,0
45,62543,42,10,Sales,Associate,0
50,67741,59,9,HR,Bachelor,1
29,63859,64,1,HR,Associate,1
28,73218,44,4,HR,Bachelor,0
46,33421,47,1,Engineering,PhD,1
53,57078,60,5,Engineering,Bachelor,1
41,52081,60,16,Engineering,Master,0
37,57134,58,4,Sales,Associate,0
33,30903,56,1,Marketing,Bachelor,0
51,49604,49,12,Sales,PhD,0
41,34074,48,6,Engineering,Associate,0
49,40251,62,8,Engineering,Master,1
36,55028,49,7,Engineering,Bachelor,1
45,69328,55,4,Sales,Bachelor,0
54,52366,51,13,Engineering,Bachelor,0
43,33563,47,12,Sales,Bachelor,0
32,37064,44,10,Sales,Bachelor,0
41,64515,58,12,Engineering,PhD,0
43,43877,41,3,Marketing,Master,1
41,65448,44,1,Engineering,Master,0
52,42091,57,1,Engineering,Master,0
43,37013,46,13,Marketing,Bachelor,0
40,69846,55,10,Engineering,Bachelor,1
57,52866,64,14,Engineering,Master,0
35,47277,61,5,Engineering,Associate,1
25,47715,63,8,Marketing,PhD,0
56,72327,49,8,Engineering,PhD,0
52,50542,48,5,Sales,Master,0
46,54260,44,13,Engineering,Bachelor,0
55,73927,47,14,Sales,Bachelor,0
26,52316,53,2,HR,Bachelor,0
48,39513,54,11,Engineering,Bachelor,1
27,74995,52,8,HR,Bachelor,0
54,83701,48,1,Engineering,Bachelor,1
33,32581,49,12,Sales,Bachelor,1
38,45346,44,4,Engineering,Bachelor,1
35,75761,50,5,Sales,Bachelor,0
47,77282,64,16,HR,Bachelor,0
51,81328,41,12,Sales,Associate,0
42,41998,46,8,Engineering,Master,0
26,63541,47,9,Marketing,Bachelor,0
35,36743,59,10,Engineering,Bachelor,1
50,77822,40,5,Engineering,Bachelor,0
31,42306,47,13,Engineering,Bachelor,0
31,43482,61,3,Engineering,Master,1
54,83565,62,12,Sales,Bachelor,0
38,69011,50,3,HR,Bachelor,1
28,44328,55,9,Engineering,Master,1
47,64925,47,4,Engineering,Bachelor,0
52,73667,42,16,Engineering,Associate,0
34,70268,64,7,Sales,Bachelor,0
57,38792,53,5,Engineering,Bachelor,0
44,72659,41,13,HR,PhD,0
40,33094,43,1,Engineering,Bachelor,0
46,75997,40,1,Sales,Master,0
32,84408,50,2,Engineering,Bachelor,0
43,68403,61,1,Marketing,Master,1
44,78292,46,4,Sales,Bachelor,0
52,30783,47,0,Sales,Master,1
44,44737,59,1,Sales,Master,1
29,38853,53,16,Engineering,Bachelor,0
37,47354,53,12,Engineering,Bachelor,1
37,28842,58,6,HR,Bachelor,0
48,79723,52,10,Marketing,Bachelor,0
53,33031,48,6,Sales,Associate,0
52,48366,50,4,Sales,Bachelor,1
57,28167,49,16,Engineering,Master,0
49,55433,49,16,Sales,Bachelor,0
30,78418,44,8,Sales,Bachelor,1
25,78368,57,13,HR,Bachelor,1
52,54049,50,6,Sales,PhD,1
55,78888,49,0,Engineering,Master,0
41,82544,57,8,Marketing,Bachelor,0
34,41554,61,5,Sales,Bachelor,1
37,28760,59,5,HR,Associate,1
54,71798,64,4,HR,Associate,0
44,83179,55,17,HR,Bachelor,0
34,48614,54,7,Sales,Associate,1
56,37201,59,1,Sales,Master,1
47,75784,55,13,HR,Bachelor,0
43,55998,54,5,Sales,PhD,0
37,75847,50,5,HR,Master,1
57,57627,44,17,HR,Master,0
45,77379,53,16,Engineering,Bachelor,0
43,76893,57,9,Marketing,Master,0
49,51076,57,0,Engineering,Bachelor,1
42,32936,43,4,Engineering,Master,0
50,78454,60,15,Sales,Master,0
27,71597,54,16,Sales,Master,1
44,81320,40,12,Marketing,Bachelor,0
46,36962,54,14,Sales,Master,1
44,58042,57,15,Engineering,Master,0
30,61821,63,5,HR,Master,0
40,33540,44,13,Sales,Bachelor,0
47,64926,42,4,HR,Bachelor,0
46,74958,48,17,Sales,Associate,0
24,36681,60,1,Engineering,Master,1
51,62965,52,5,HR,Master,0
55,46537,52,0,Engineering,Associate,1
25,46007,45,5,Engineering,Master,0
31,78865,54,15,HR,PhD,0
33,34472,53,16,HR,Bachelor,0
