age,salary,hours_per_week,years_at_company,department,education,attrition
33,119128,50,3,Sales,Master,0
51,88585,42,4,HR,PhD,0
53,42743,35,9,Sales,Associate,0
38,75261,55,6,Sales,Associate,0
52,70342,42,7,Marketing,Associate,0
53,105865,53,14,HR,Associate,0
36,65331,39,4,Engineering,Associate,0
56,59573,38,18,Marketing,Master,0
32,37204,52,15,Sales,Bachelor,0
31,105191,56,3,Engineering,Bachelor,0
47,97979,54,6,Sales,Master,0
46,33710,52,3,Engineering,Master,0
27,69040,40,5,Engineering,Bachelor,1
53,73174,56,7,HR,Associate,1
29,72239,50,2,Engineering,Bachelor,0
52,112703,38,0,Marketing,Associate,0
22,43560,37,8,Marketing,Associate,0
52,57571,55,14,HR,PhD,0
51,46283,41,6,HR,PhD,1
51,51967,52,17,HR,Master,0
47,111639,38,7,Marketing,PhD,0
39,114664,41,18,Sales,Bachelor,0
48,34018,41,4,Engineering,Associate,0
32,86888,41,10,HR,Master,0
51,50956,50,15,HR,Master,0
43,47330,56,1,Engineering,PhD,1
39,56285,55,18,HR,PhD,0
41,47494,52,7,Engineering,Master,1
43,74117,39,9,Marketing,PhD,0
23,119604,57,12,Sales,Bachelor,1
27,82780,47,12,Engineering,PhD,0
31,95091,47,0,Engineering,Master,0
26,74396,51,17,Engineering,Master,0
38,31251,52,12,Sales,Bachelor,0
47,37570,56,19,Engineering,Master,0
46,54198,48,9,Sales,Master,0
39,51930,49,12,Engineering,Master,0
54,105652,52,8,Sales,Bachelor,0
43,105922,40,17,Sales,Bachelor,0
25,106870,42,16,Sales,PhD,0
51,87382,49,18,Sales,Bachelor,0
43,80055,36,10,Engineering,PhD,0
46,88423,42,15,Engineering,Associate,0
43,66612,51,7,Engineering,Master,0
43,90318,57,9,Marketing,Associate,1
25,101499,46,15,Marketing,Bachelor,0
43,98661,44,1,Marketing,Bachelor,0
52,85244,45,14,HR,PhD,0
33,35229,50,0,HR,Associate,1
44,95245,47,11,Sales,Associate,0
23,62994,35,9,Marketing,Bachelor,0
35,96930,47,9,Marketing,Associate,0
38,78557,44,9,Marketing,Master,0
59,109306,51,9,Marketing,Master,0
30,60461,55,8,Sales,Bachelor,1
32,113825,57,9,Marketing,Associate,0
37,106003,49,11,Marketing,Bachelor,0
59,59799,43,15,Sales,Associate,0
54,73431,45,11,Marketing,PhD,0
23,77821,39,12,Engineering,PhD,0
30,99176,56,16,Marketing,PhD,0
53,92024,54,19,Marketing,Associate,0
24,106681,54,2,Engineering,Bachelor,0
54,63288,42,14,HR,Bachelor,0
32,75431,42,4,Engineering,PhD,0
56,68777,54,3,Marketing,Master,0
33,111859,47,15,Marketing,Bachelor,0
38,57448,51,1,HR,Bachelor,0
47,82841,46,16,Marketing,Master,0
26,40814,45,15,Engineering,Bachelor,1
43,106524,49,19,Sales,Bachelor,0
41,64579,53,13,Sales,Associate,0
51,60653,42,17,Engineering,Master,0
59,82462,53,2,Sales,Associate,0
47,74893,40,17,Sales,Associate,0
37,106317,44,3,Sales,Bachelor,0
37,77826,55,6,Sales,PhD,0
37,76529,56,2,Marketing,PhD,1
52,39448,56,8,Sales,PhD,0
34,31974,42,14,Marketing,Bachelor,1
28,65869,54,5,Sales,Bachelor,0
34,119838,56,16,Sales,Bachelor,0
22,112560,57,12,HR,PhD,0
26,86608,35,12,Sales,Associate,0
25,86774,52,18,Sales,PhD,0
51,65235,57,8,HR,PhD,0
49,45975,52,6,Engineering,Associate,0
48,30769,40,19,Sales,PhD,0
39,60497,52,11,HR,Bachelor,0
49,58482,37,12,Sales,Associate,0
28,47244,46,5,Marketing,Master,0
56,53325,49,4,Sales,Bachelor,0
41,32234,45,3,Marketing,PhD,0
57,84716,51,4,Marketing,Associate,0
27,113471,40,3,Marketing,Master,0
40,92171,48,14,Marketing,Master,0
48,70338,49,1,Engineering,Bachelor,1
40,67824,49,12,HR,Bachelor,0
38,57678,41,18,Engineering,Bachelor,0
28,42816,42,15,Marketing,PhD,0
36,83862,40,8,HR,Associate,0
31,80987,45,1,Sales,Bachelor,0
33,30658,48,16,Marketing,Master,0
47,67396,43,0,Engineering,Bachelor,0
45,55021,44,13,HR,Bachelor,0
45,45325,41,13,HR,PhD,0
35,93273,40,3,Engineering,PhD,0
58,77324,50,14,HR,PhD,0
25,87039,53,3,Marketing,Master,0
35,94213,41,4,Engineering,PhD,0
26,118362,54,16,HR,Bachelor,0
34,102248,48,19,Sales,Bachelor,0
58,85832,38,5,HR,Associate,0
35,109111,43,18,Engineering,Associate,0
56,72975,35,18,Marketing,Associate,0
40,118628,35,15,Marketing,Associate,0
48,98528,42,2,Engineering,PhD,0
39,88579,45,5,Sales,Associate,0
32,111299,53,13,HR,Master,0
51,76357,38,19,HR,Bachelor,0
58,94862,54,16,Sales,Bachelor,0
32,55625,40,8,Engineering,Bachelor,0
51,116689,38,4,Engineering,Bachelor,0
31,86103,51,19,Marketing,Master,0
49,100380,52,5,Sales,PhD,0
51,71466,48,6,Marketing,Associate,0
39,108012,37,19,Sales,PhD,0
50,36676,37,11,Marketing,Bachelor,0
32,40269,43,5,Engineering,PhD,0
25,75640,45,0,Engineering,Master,0
25,95917,57,8,Marketing,Bachelor,0
38,102829,41,19,Marketing,Master,0
56,69607,39,8,Sales,Master,0
26,88470,56,13,Sales,Master,1
39,79779,38,5,Sales,Associate,0
48,116537,35,15,Sales,Associate,0
29,88869,44,15,Engineering,PhD,0
49,67515,44,12,Marketing,Bachelor,0
33,117283,49,15,Sales,Associate,0
52,39652,55,11,HR,PhD,0
44,118612,56,7,Engineering,Bachelor,0
42,43861,41,14,Engineering,PhD,0
28,55940,57,16,HR,Master,0
39,103932,49,16,Sales,Master,0
54,96037,36,4,HR,Bachelor,0
22,117331,56,13,Engineering,PhD,0
50,97498,38,0,Marketing,Bachelor,0
40,87330,48,11,HR,Bachelor,0
49,61184,53,11,Marketing,Bachelor,0
47,30424,40,7,Engineering,Associate,0
38,41148,41,19,Sales,Master,0
33,56799,45,17,Sales,Master,0
45,33685,55,0,HR,Master,0
27,75736,40,4,Sales,Associate,0
44,99960,50,4,Engineering,PhD,0
25,116692,45,17,Sales,Associate,0
46,74072,37,10,Sales,Master,0
45,108750,51,14,Sales,Bachelor,0
25,118698,54,16,Engineering,PhD,0
50,107384,48,15,Sales,Master,0
37,71847,39,1,HR,Associate,0
51,59273,38,2,Sales,Associate,0
23,118012,44,7,Sales,Master,0
28,51772,46,6,HR,Associate,0
40,67041,47,14,Marketing,PhD,0
29,36662,40,3,Sales,Master,0
34,101431,46,7,HR,Master,1
47,88485,41,4,Marketing,Bachelor,0
27,37633,50,3,HR,Associate,0
47,49973,53,3,Marketing,Bachelor,1
25,79991,50,3,Marketing,Master,0
28,78637,35,11,Engineering,PhD,0
44,102185,57,8,Sales,Bachelor,0
52,53948,35,8,HR,Bachelor,0
28,113223,57,9,Marketing,PhD,0
33,70002,35,14,Sales,Bachelor,0
57,104032,46,17,Engineering,Master,0
59,51454,37,10,HR,Master,0
44,33327,37,12,Engineering,Bachelor,1
38,34954,50,14,Marketing,Bachelor,0
35,63543,51,13,HR,Associate,1
45,115783,37,2,HR,Associate,0
44,34382,57,19,Marketing,Bachelor,1
33,63208,42,3,HR,Associate,0
22,39835,42,8,HR,PhD,0
27,113840,41,13,Marketing,PhD,0
58,90777,45,8,Marketing,PhD,0
37,98642,39,4,Marketing,PhD,0
40,94193,44,18,Engineering,Associate,0
39,89132,39,1,HR,Master,0
51,99634,36,4,Engineering,PhD,1
24,30731,43,19,Marketing,Master,0
25,107891,50,14,HR,Bachelor,0
32,96587,52,1,Sales,PhD,0
40,96548,43,15,Engineering,Bachelor,0
47,65409,42,19,Sales,Master,0
40,102078,53,1,HR,Bachelor,0
38,64363,50,8,Engineering,Bachelor,0
57,34406,54,9,Engineering,PhD,1
28,111703,55,2,Marketing,PhD,0
43,51108,53,4,Marketing,Master,0
42,39171,56,3,Engineering,Bachelor,0
39,85970,44,3,Sales,Master,0
52,51028,44,8,Marketing,Master,0
32,107231,42,9,HR,PhD,0
58,69937,40,4,HR,PhD,0
34,30405,52,5,Sales,Master,1
42,115654,51,3,Sales,Master,0
41,76316,53,15,Engineering,Associate,0
54,53667,38,4,HR,Associate,0
38,90955,46,18,Engineering,Master,0
32,77754,40,10,Engineering,Master,1
22,32664,55,16,HR,Bachelor,1
35,98368,41,12,Marketing,Associate,0
53,66122,38,5,Marketing,Master,0
22,92983,48,12,Sales,Master,0
56,110607,55,5,Sales,Associate,0
42,84955,56,2,Sales,PhD,0
27,90445,37,5,Sales,Bachelor,0
33,52918,42,5,HR,Bachelor,0
43,51389,38,2,Sales,Bachelor,0
33,67350,42,0,HR,PhD,0
26,106750,47,18,Marketing,Bachelor,0
47,77177,41,10,Marketing,Associate,0
47,61322,36,8,Engineering,Associate,0
26,100164,46,18,Sales,PhD,0
32,106801,36,4,Engineering,PhD,0
31,111228,40,8,Sales,Master,0
47,56904,35,16,Sales,Bachelor,0
49,93867,36,12,Engineering,PhD,0
49,83128,45,7,Marketing,Bachelor,0
57,70407,54,5,Sales,Bachelor,1
51,65724,52,0,Marketing,Master,0
34,40309,37,1,Engineering,Bachelor,1
26,54734,35,3,Engineering,Master,1
45,79469,42,15,Sales,PhD,0
56,109790,50,12,Engineering,Associate,0
59,107970,52,8,Sales,PhD,0
30,46883,53,15,Marketing,Associate,0
30,91139,42,3,Engineering,Master,1
23,37633,38,4,Engineering,Associate,1
27,90751,35,7,HR,PhD,0
43,60773,38,18,Sales,Bachelor,0
42,70486,36,12,HR,Associate,0
36,94587,54,17,Sales,Master,0
33,68239,41,4,Marketing,Bachelor,0
53,102668,53,16,Engineering,Bachelor,0
39,78022,47,1,Sales,Master,1
52,119886,47,4,HR,Master,0
58,87441,45,10,Marketing,PhD,1
34,56672,53,1,Sales,Associate,0
29,99775,35,17,HR,Master,0
58,66714,37,17,Engineering,PhD,0
46,78075,44,10,Engineering,Master,0
33,42313,44,6,Engineering,Associate,0
45,40740,47,1,HR,Bachelor,0
41,81738,51,12,Sales,Bachelor,0
56,46802,48,10,HR,PhD,1
31,119782,40,15,Engineering,PhD,0
59,107010,42,12,Marketing,Associate,0
57,93079,52,2,Marketing,PhD,0
28,96122,39,2,Engineering,Associate,0
28,83569,46,15,Engineering,Master,0
42,35426,47,3,Engineering,Bachelor,1
23,65313,52,18,Marketing,Bachelor,0
33,74622,51,2,Engineering,Bachelor,0
38,112376,45,14,HR,Master,0
58,49754,42,19,Sales,Master,0
59,74722,43,8,Marketing,Master,0
27,60965,44,1,Sales,PhD,0
55,42093,40,17,HR,Master,0
25,39271,49,3,Marketing,PhD,0
50,62884,39,10,Engineering,PhD,0
54,37417,49,19,Marketing,Master,1
55,36045,52,14,Engineering,Master,0
30,61578,57,0,Sales,PhD,0
55,48178,37,16,Marketing,PhD,1
26,79932,52,3,HR,Master,0
41,31590,36,14,HR,Master,0
39,57163,42,12,Sales,PhD,0
34,70795,39,5,Sales,PhD,0
22,116682,38,8,Sales,Bachelor,0
51,87108,39,2,HR,Master,0
34,109264,36,19,Sales,Associate,0
47,60896,53,4,Sales,Bachelor,0
37,70473,36,6,Sales,Associate,0
36,67834,44,10,Sales,Bachelor,0
55,109865,51,13,Sales,PhD,0
25,116328,57,10,Engineering,Master,0
49,116610,54,10,Marketing,Bachelor,1
50,97676,38,11,HR,Associate,0
36,75280,57,17,Engineering,Master,0
31,78677,50,7,HR,Associate,0
22,118245,39,16,Marketing,Master,0
57,55608,45,15,Engineering,Associate,0
58,61203,56,19,Engineering,Associate,1
31,110729,44,18,Engineering,PhD,0
23,64769,39,15,Engineering,Bachelor,0
26,51158,55,4,Marketing,PhD,1
24,80442,56,15,Marketing,PhD,0
53,59280,57,14,Engineering,Associate,0
55,110178,56,5,HR,Master,1
27,111815,55,13,Engineering,Master,0
50,57540,45,5,HR,Bachelor,0
28,77658,39,10,Marketing,PhD,0
35,118559,49,15,Sales,Associate,0
44,96808,40,3,Engineering,Bachelor,0
49,49406,45,6,HR,PhD,0
55,83167,50,15,Marketing,Associate,0
23,85790,56,9,Sales,Bachelor,0
29,88809,41,19,Engineering,Bachelor,0
32,32250,40,0,Engineering,PhD,0
33,56944,51,14,HR,PhD,0
59,106915,35,16,HR,Bachelor,0
51,51723,48,18,Marketing,Associate,0
34,56972,52,3,Marketing,PhD,0
58,59024,47,19,Marketing,Associate,0
40,45964,43,7,Marketing,Associate,0
41,43989,54,7,Engineering,Associate,0
38,61231,43,7,HR,PhD,0
27,108688,51,12,Sales,Master,0
57,30138,45,13,Sales,PhD,0
22,55492,35,9,Marketing,Bachelor,1
28,35456,47,1,HR,PhD,1
30,80534,36,19,Marketing,Bachelor,0
32,52554,56,4,Sales,PhD,1
27,101277,48,1,HR,Bachelor,1
22,82651,43,11,Sales,Master,0
47,100544,46,8,Engineering,Bachelor,1
58,87141,49,12,Engineering,PhD,0
26,69454,40,17,HR,Associate,0
33,107487,41,1,Engineering,Bachelor,0
41,72863,44,5,Marketing,Associate,0
57,115494,40,10,Engineering,Associate,0
48,119523,52,15,Engineering,Master,0
51,83011,37,12,Marketing,PhD,0
44,90713,54,7,Engineering,Master,1
37,53009,43,12,Marketing,Bachelor,0
29,103317,47,19,HR,PhD,0
54,90443,38,9,Engineering,Bachelor,0
52,111229,43,17,HR,Associate,0
22,54030,52,15,HR,Associate,0
49,100883,41,6,Marketing,Associate,0
25,72324,38,4,Marketing,PhD,0
50,46666,47,15,HR,PhD,1
53,45407,38,4,HR,Associate,0
26,80595,42,6,Sales,Bachelor,0
38,58750,45,4,HR,Bachelor,0
26,39170,47,12,Marketing,PhD,0
43,68443,49,5,HR,Master,0
57,88762,50,13,HR,Master,0
25,58705,54,18,Sales,Bachelor,0
37,115981,36,16,Marketing,PhD,0
58,100159,43,18,Marketing,Master,0
33,76145,35,0,Engineering,Bachelor,0
27,114118,35,9,Engineering,Bachelor,0
40,68967,39,4,HR,Master,0
41,42570,48,18,Sales,Associate,0
47,33225,55,14,HR,Master,0
33,114422,52,6,Engineering,PhD,0
58,116379,49,11,Sales,Associate,0
41,96532,52,12,HR,Master,0
32,39270,38,9,HR,Associate,0
58,56428,54,9,HR,PhD,1
57,33697,55,1,HR,PhD,1
40,34612,37,9,HR,Bachelor,0
22,52145,45,6,Marketing,Bachelor,0
44,81492,54,16,HR,Associate,0
43,35897,45,17,HR,Associate,1
27,118614,54,15,HR,Associate,1
46,70960,56,0,Engineering,Associate,1
53,53746,45,16,Sales,Bachelor,0
26,76447,36,7,HR,Associate,0
49,101113,42,8,Marketing,Master,0
27,58131,39,18,HR,Associate,0
50,34276,45,17,Engineering,Bachelor,0
37,34586,48,1,HR,Master,1
22,106678,45,7,Engineering,Associate,0
58,40044,39,14,HR,Associate,1
28,87200,41,10,Marketing,PhD,0
44,64605,50,5,HR,Master,1
28,99976,35,10,HR,Master,0
57,35447,39,17,Sales,Associate,0
50,110801,55,4,Sales,Master,0
52,92837,37,14,Marketing,Master,0
38,70434,44,14,HR,PhD,0
39,48631,39,17,HR,Master,0
46,117942,37,5,Sales,PhD,0
51,57186,44,4,Engineering,Master,0
54,74146,46,10,Engineering,Associate,0
22,65471,39,10,Engineering,Associate,0
47,50749,36,8,Sales,Associate,0
26,67494,38,15,Marketing,PhD,0
32,43633,49,15,HR,Master,0
53,30149,54,4,Engineering,PhD,1
31,56099,39,15,Engineering,Associate,0
52,40086,42,4,Sales,PhD,0
39,67330,42,8,Marketing,PhD,0
30,107648,43,0,Sales,PhD,0
34,44631,40,6,Marketing,PhD,1
42,30110,36,19,Marketing,PhD,0
51,39998,47,8,Engineering,Bachelor,0
45,75735,43,14,HR,Master,0
57,54735,42,2,Marketing,PhD,0
54,74055,41,12,Sales,Bachelor,0
50,32632,56,7,Engineering,Associate,1
44,59978,49,14,Marketing,PhD,0
33,66912,44,18,Marketing,Bachelor,0
37,68819,39,10,HR,Associate,0
26,79604,53,2,HR,PhD,1
36,100252,55,9,Engineering,Associate,0
57,72050,35,2,Marketing,Master,0
38,105708,56,8,Sales,Associate,1
26,77676,51,1,Engineering,Master,0
46,53431,37,12,HR,PhD,0
58,50611,52,6,Marketing,Bachelor,0
54,59024,37,4,Marketing,PhD,0
32,83771,36,0,Sales,PhD,0
39,51823,37,17,Engineering,PhD,0
42,112275,45,16,Marketing,Master,0
31,73187,49,16,Marketing,Associate,0
32,107694,44,1,HR,PhD,0
30,91493,37,6,HR,Master,0
59,60001,39,19,Sales,Associate,0
50,50542,54,11,Sales,PhD,1
53,96954,57,2,Engineering,Associate,0
53,59766,52,2,Engineering,Associate,0
58,52218,37,5,Engineering,Associate,0
26,113734,53,19,Marketing,Associate,0
55,73436,50,3,Engineering,PhD,0
24,34371,47,18,Engineering,Bachelor,1
40,74529,38,13,HR,PhD,0
44,71469,57,18,Engineering,Associate,0
35,107757,45,16,Engineering,PhD,0
27,94040,36,6,HR,Associate,0
29,47222,39,16,Sales,Bachelor,0
53,43540,44,3,HR,Master,0
34,84323,36,5,Marketing,PhD,0
33,34263,42,4,Engineering,Master,1
57,58711,45,2,Marketing,Bachelor,1
27,42438,56,1,Marketing,Bachelor,1
56,31850,36,3,Marketing,Associate,0
56,112694,48,2,HR,Master,0
44,38083,56,7,HR,Bachelor,1
28,30833,53,1,HR,Bachelor,0
27,113960,56,1,HR,Master,0
32,46948,38,19,Engineering,Bachelor,0
43,103490,53,1,Marketing,PhD,0
27,32815,57,1,HR,Associate,0
39,43820,42,0,Marketing,Bachelor,1
26,39956,46,2,Sales,PhD,1
42,93563,47,10,Engineering,Bachelor,0
22,85813,46,16,HR,Master,0
48,72795,41,14,HR,Associate,0
24,51747,57,11,Sales,PhD,0
29,37997,56,1,Sales,Associate,1
28,81229,43,15,Engineering,Bachelor,0
53,50764,53,0,HR,Master,1
24,83117,44,12,Sales,Master,0
38,91872,53,8,Marketing,Master,0
44,106449,48,17,Engineering,Associate,1
41,74458,45,6,Sales,Bachelor,0
47,30426,37,12,Sales,Associate,1
52,55260,50,8,HR,Associate,0
36,106803,42,10,Sales,PhD,0
53,77992,39,18,HR,Master,0
34,85720,39,14,Marketing,PhD,0
59,71204,57,8,Sales,Master,1
41,44646,37,8,HR,Associate,1
49,110703,53,14,Engineering,Master,1
55,99564,54,6,Sales,Associate,0
52,119566,35,3,Sales,PhD,0
54,106994,48,9,Engineering,PhD,0
42,56201,48,1,HR,PhD,0
23,52883,43,3,HR,PhD,0
40,52362,50,8,HR,Associate,0
28,112691,44,15,HR,Bachelor,0
55,80124,45,15,HR,Associate,0
30,70901,44,5,Sales,Associate,0
30,117143,53,8,Engineering,Associate,0
31,84308,49,3,Engineering,Master,1
46,111848,43,15,HR,Associate,0
43,118618,56,4,Marketing,Master,0
58,37150,53,15,Engineering,Associate,1
37,62538,56,16,HR,Bachelor,0
32,96072,51,13,Marketing,Master,0
23,103184,44,6,Marketing,Master,0
22,43363,52,19,HR,Master,1
36,58655,42,13,HR,Master,0
57,79335,41,12,HR,Associate,0
41,101929,45,17,Marketing,Master,0
55,40167,57,17,Engineering,PhD,1
25,84066,48,1,Marketing,Bachelor,0
25,56679,43,17,Engineering,Associate,0
53,49472,45,15,Marketing,Associate,0
26,76385,41,4,Engineering,Master,0
23,67262,50,6,Engineering,PhD,0
37,87214,43,15,Engineering,Associate,0
57,58587,47,4,Sales,Associate,0
48,104094,43,9,Sales,Master,0
25,37029,42,13,Engineering,Master,0
53,107569,57,13,Sales,Associate,1
54,32685,42,18,Sales,Master,0
52,96230,36,2,Marketing,Associate,0
56,61183,43,5,Marketing,Master,0
31,64500,47,19,HR,Associate,0
59,31713,37,11,Engineering,Bachelor,1
34,93189,42,4,Sales,Bachelor,0
52,44893,38,5,Marketing,Associate,0
44,89324,46,6,Engineering,Associate,0
51,95266,51,11,Sales,Associate,0
45,106071,57,5,Marketing,Associate,1
46,93728,43,12,Marketing,Master,0
45,57135,54,8,Sales,Master,0
51,96472,39,12,HR,Bachelor,0
50,104335,52,3,Sales,PhD,0
27,58543,47,12,Marketing,Bachelor,0
53,41175,52,18,Engineering,Associate,0
42,110101,52,2,Engineering,Bachelor,0
34,43314,47,6,HR,Bachelor,1
41,83444,40,13,Engineering,Bachelor,0
58,51265,47,12,HR,Bachelor,0
54,41342,54,13,Sales,Bachelor,1
53,99877,57,11,Marketing,PhD,0
39,42934,56,13,Marketing,Master,1
51,90320,39,12,Sales,PhD,0
36,92378,48,1,Marketing,Associate,0
48,35420,37,15,Sales,PhD,0
46,45564,50,8,Sales,PhD,1
31,101492,57,1,Engineering,Master,0
32,75656,36,8,Marketing,Bachelor,0
24,40921,50,8,Marketing,Master,0
27,119259,56,1,Marketing,Associate,0
38,53848,54,19,Marketing,PhD,0
40,30360,44,4,Marketing,Master,1
28,113174,37,6,Engineering,Master,0
37,31492,56,8,Marketing,Associate,1
44,79802,56,16,HR,PhD,0
30,119377,48,14,Sales,PhD,0
34,82002,57,15,HR,Associate,0
35,82617,35,4,Sales,PhD,1
41,64935,49,16,Sales,PhD,0
35,41421,35,16,Engineering,Bachelor,0
50,81542,56,9,Engineering,Bachelor,1
34,110757,50,10,Sales,Associate,0
38,38199,56,0,Marketing,PhD,1
36,109234,47,15,HR,Master,0
28,67354,36,19,HR,PhD,0
48,78258,35,9,Sales,Bachelor,0
30,44886,42,10,Sales,Associate,1
33,85961,52,9,Engineering,Bachelor,0
52,46411,38,1,Marketing,Associate,1
58,54586,54,12,Engineering,PhD,0
47,94945,40,14,HR,Master,0
56,34546,46,18,Marketing,Bachelor,0
54,70246,39,18,HR,Associate,0
40,83511,45,9,Marketing,Bachelor,0
51,41882,45,19,Sales,Bachelor,0
34,56527,35,10,Marketing,Associate,0
39,60915,48,12,HR,Master,0
42,89725,53,12,Marketing,Master,0
58,117903,56,19,HR,Bachelor,0
54,105262,42,14,Marketing,Associate,0
40,47078,55,2,Marketing,Master,1
46,31634,55,1,Sales,Bachelor,0
29,34672,57,8,Marketing,Master,1
52,83614,43,10,HR,Bachelor,0
43,44063,54,13,Sales,Master,1
42,50815,47,9,Marketing,Bachelor,0
51,106265,36,10,Sales,Bachelor,0
46,108649,41,18,HR,Master,0
24,105512,50,6,Engineering,Associate,0
32,52829,38,9,Engineering,Bachelor,0
28,85771,44,11,Marketing,Bachelor,0
49,84969,52,9,Sales,Associate,0
23,46672,38,19,Sales,Associate,0
29,79818,46,19,Engineering,PhD,0
44,77273,39,10,Sales,Bachelor,0
48,65654,47,9,Marketing,Master,0
41,97649,40,11,Marketing,Bachelor,0
54,90985,57,3,Engineering,Bachelor,0
56,77938,36,8,HR,Master,0
27,95319,57,4,Sales,PhD,1
58,98679,53,2,HR,Master,0
45,81024,54,1,Sales,PhD,1
46,54090,54,11,Sales,Master,0
25,98258,39,0,Sales,Master,0
45,94585,56,12,HR,Associate,1
49,118507,48,8,HR,Associate,0
44,43480,57,7,Sales,Master,1
25,67734,55,15,Marketing,PhD,1
41,113180,48,10,HR,Master,0
57,76312,43,14,Sales,Bachelor,0
49,114836,37,14,Marketing,PhD,0
27,31122,37,0,Marketing,Bachelor,0
58,33165,43,4,Engineering,Master,1
58,101642,53,11,HR,Master,1
28,62258,46,19,Sales,Bachelor,0
52,76820,46,3,HR,Bachelor,0
37,68520,40,2,Engineering,Master,0
44,66716,47,18,HR,Associate,0
38,114552,49,19,Sales,PhD,1
51,38466,57,3,HR,Master,1
59,99499,51,8,Marketing,Bachelor,0
52,110069,48,12,Sales,PhD,0
57,89167,55,3,Marketing,Bachelor,0
57,65550,44,6,Marketing,PhD,0
25,44401,56,7,Marketing,Associate,0
31,91432,43,12,Engineering,Master,0
49,72191,37,6,Marketing,Master,0
44,43443,44,8,Engineering,Bachelor,1
23,62368,37,5,Sales,Bachelor,0
25,116539,37,15,Marketing,Master,0
41,53884,55,3,HR,Associate,0
45,46059,53,4,HR,Bachelor,1
28,91377,40,4,Sales,PhD,0
28,47958,54,18,Marketing,PhD,0
26,112791,36,18,HR,Bachelor,0
43,107308,41,10,Sales,Bachelor,0
22,118517,51,3,Marketing,Master,1
43,112132,41,15,Engineering,PhD,0
40,51938,51,9,Engineering,Master,0
39,49093,55,16,HR,PhD,0
47,60837,36,7,Marketing,Associate,0
41,72282,35,19,Engineering,Associate,0
49,109199,56,16,Engineering,Associate,0
51,96014,46,4,Engineering,Associate,0
